h37k,NA - Aspirin taken for fever/cough,
h37l,NA - Acetaminophen/paracetamol/panadol taken for fever/cough,
h37m,NA - Ibuprofen taken for fever/cough,
h37n,NA - CS other taken for fever/cough,
h37o,NA - CS other for fever/cough,
h37p,NA - CS other for fever/cough,
h37x,NA - Other taken for fever/cough,
h37y,NA - Nothing taken for fever/cough,
h37z,NA - Don't know if or what was taken for fever/cough,
h38,Diarrhea in last 2 weeks: amount offered to drink,
h39,Diarrhea in last 2 weeks: amount offered to eat,
h40,NA - Received Vitamin A2 (2nd most recent),
h40d,NA - Vitamin A2 day,
h40m,NA - Vitamin A2 month,
h40y,NA - Vitamin A2 year,
h41a,NA - Received vitamin A after most recent in card,
h41b,NA - Ever received Vitamin A dose,
h42,"Taking iron pills, sprinkles or syrup",
h43,Drugs for intestinal parasites in last 6 months,
h44a,Place first sought treatment for diarrhea,
h44b,NA - Days after diarrhea sought advice or treatment,
h44c,NA - Still has diarrhea,
h45,NA - Times zinc was given,
h46a,Place first sought treatment for fever,
h46b,NA - Days after fever sought advice or treatment,
h47,Blood taken from child's finger/heel for testing,
hwidx,Index to Birth History,
hw1,Child's age in months,
hw2,Child's weight in kilograms (1 decimal),
hw3,Child's height in centimeters (1 decimal),
hw4,Height/Age percentile,
hw5,Height/Age standard deviation,
hw6,Height/Age percent of ref. median,
hw7,Weight/Age percentile,
hw8,Weight/Age standard deviation,
hw9,Weight/Age percent of ref. median,
hw10,Weight/Height percentile,
hw11,Weight/Height standard deviation,
hw12,Weight/Height percent of ref. median,
hw13,Result of measurement - height/weight,
hw15,Height: lying or standing,
hw16,Day of birth of child,
hw17,Date measured (day),
hw18,Date measured (month),
hw19,Date measured (year),
hw51,Line number of parent/caretaker,
hw52,Read consent statement - hemoglobin,
hw53,Hemoglobin level (g/dl - 1 decimal),
hw55,Result of measurement - hemoglobin,
hw56,Hemoglobin level adjusted for altitude (g/dl - 1 decimal),
hw57,Anemia level,
hw58,NA - Agrees to referral - anemia,
hw70,Height/Age standard deviation (new WHO),
hw71,Weight/Age standard deviation (new WHO),
hw72,Weight/Height standard deviation (new WHO),
hw73,BMI standard deviation (new WHO),
idxml,Index to Birth History,
ml0,Type of mosquito bed net(s) child slept under last night,
ml1,Number of times took fansidar during pregnancy,
ml2,Source of antimalarial during pregnancy,
ml11,NA - Child has fever/cough now,
ml12,NA - Child has had convulsions in last 2 weeks,
ml13a,Fansidar taken for fever/cough,
ml13b,Chloroquine taken for fever/cough,
ml13c,Amodiaquine taken for fever/cough,
ml13d,Quinine taken for fever/cough,
ml13e,Combination with artemisinin taken for fever/cough,
ml13f,Other CTA/antimalarial taken for fever/cough,
ml13g,NA - CS antimalarial taken for fever/cough,
ml13h,Other antimalarial taken for fever/cough,
ml13i,Antibiotic pill/syrup taken for fever/cough,
ml13j,Antibiotic injection taken for fever/cough,
ml13k,Aspirin taken for fever/cough,
ml13l,NA - Acetaminophen/paracetamol/panadol taken for fever/cough,
ml13m,NA - Ibuprofen taken for fever/cough,
ml13n,Paracetamol taken for fever/cough,
ml13o,NA - CS other taken for fever/cough,
ml13p,NA - CS other taken for fever/cough,
ml13x,Other taken for fever/cough,
ml13y,Nothing taken for fever/cough,
ml13z,Don't know if or what was taken for fever/cough,
ml14a,NA - Injection given for fever/convulsion***,
ml14b,NA - Suppository given for fever/convulsion***,
ml14y,NA - No suppository or injection given for fever/convulsion***,
ml14z,NA - Don't know if suppository or injection given for fever/convulsion***,
ml15a,Timing of start of fansidar,
ml15b,NA - Number of days child took fansidar,
ml15c,NA - First source for fansidar,
ml16a,Timing of start of chloroquine,
ml16b,NA - Number of days child took chloroquine,
ml16c,NA - First source for chloroquine,
ml17a,Timing of start of amodiaquine,
ml17b,NA - Number of days child took amodiaquine,
ml17c,NA - First source for amodiaquine,
ml18a,Timing of start of quinine,
ml18b,NA - Number of days child took quinine,
ml18c,NA - First source for quinine,
ml19a,NA - For fever/convulsion: consulted traditional healer***,
ml19b,NA - For fever/convulsion: gave tepid sponging***,
ml19c,NA - For fever/convulsion: gave herbs***,
ml19d,NA - For fever/convulsion: CS***,
ml19e,NA - For fever/convulsion: CS***,
ml19f,NA - For fever/convulsion: CS***,
ml19x,NA - For fever/convulsion: other***,
ml19y,NA - For fever/convulsion: gave/did nothing***,
ml19z,NA - For fever/convulsion: don't know if something else was done***,
ml20a,Timing of start of combination with artemisinin,
ml20b,NA - Number of days child took combination with artemisinin,
ml20c,NA - First source for combination with artemisinin,
ml21a,Timing of start of other CTA antimalarial use,
ml21b,NA - Number of days child took CS antimalarial,
ml21c,NA - First source for CS antimalarial,
ml22a,NA - Timing of start of CS antimalarial use,
ml22b,NA - Number of days child took CS antimalarial,
ml22c,NA - First source for CS antimalarial,
ml23a,Timing of start of other anti-malarial use,
ml23b,NA - Number of days child took other anti-malarial,
ml23c,NA - First source for other anti-malarial,
ml24c,NA - First source for antibiotic pill/syrup,
spool,Pool,
snprovin,New Province,
seligm,Household selected for male interview,
seligdv,Woman selected for DV,
sqlang,Questionnaire Language,
slangint,Interview Language,
sinterp,Interpreter,
s113a,Are you Congolese ?,
s114,Ethnicity,
s1005a,Number of cigarettes purchased last time,
s1005b,Total spent,
s1007a,Use tobacco without smoking,
s1007c,Try to stop smoking in the last 12 months,
s1007d,Smoking in the workplace in the last 30 days,
s1101a,Mother had other birth,
s1101b,Brothers alive,
s1101c,Sisters alive,
s1101d,Brothers who died,
s1101e,Sisters who died,
s1101f,Other siblings,
s1101g,Number of other siblings,
s1202,Line number of the youngest child,
s1203a,Has a birth certificate,
s1203b,Why doesn't have a birth certificate ?,
s1204,Number of books for children,
s1205a,Fabricated toys in the house,
s1205b,Toys from a store,
s1205c,Objects from household or from outside,
s1206a,Days left alone for more than one hour,
s1206b,Number of days left with another child for more than one hour.,
s1208,Line number of the youngest child of 3 or 4 years,
s1210,Participating in an educational learning program,
s1211,Hours spent in learning program during last 7 days,
s1212aa,Read books with child: mother,
s1212ab,Read books with child: father,
s1212ax,Read books with child: other,
s1212ay,Read books with child: no one,
s1212ba,Tell stories to child: mother,
s1212bb,Tell stories to child: father,
s1212bx,Tell stories to child: other,
s1212by,Tell stories to child: no one,
s1212ca,Sing songs to child: mother,
s1212cb,Sing songs to child: father,
s1212cx,Sing songs to child: other,
s1212cy,Sing songs to child: no one,
s1212da,Stroll out of the house with child: mother,
s1212db,Stroll out of the house with child: father,
s1212dx,Stroll out of the house with child: other,
s1212dy,Stroll out of the house with child: no one,
s1212ea,Play with child: mother,
s1212eb,Play with child: father,
s1212ex,Play with child: other,
s1212ey,Play with child: no one,
s1212fa,Spend time with child: mother,
s1212fb,Spend time with child: father,
s1212fx,Spend time with child: other,
s1212fy,Spend time with child: no one,
s1213,Child can name at least 10 letters of the alphabet.,
s1214,Child can read at least 4 common words,
s1215,Child can recognize the numbers 1 to 10,
s1216,Child can pick up with 2 fingers a small object,
s1217,Child is often too sick to play,
s1218,Child can follow simple instructions,
s1219,Child can do a task independently,
s1220,Child gets along well with other children,
s1221,"Child kicks, bites or beats others",
s1222,Child is easily distracted,
s1323,Anyone (besides partner) ever forced respondent to have intercourse,
s1324,Anyone ever forced respondent to have other intercourse,
idx95,Index to Birth History,
s506f,Yellow fever,
s506fd,Yellow fever  day,
s506fm,Yellow fever month,
s506fy,Yellow fever  year,
s510h,Yellow fever,
s513a,Given one tablet of mebendazole,
s513b,Already had the measles,
s513c,Age when child had measles,
s538g,Malaxin taken for fever/cough,
s538h,Malaritab taken for fever/cough,
s538i,Arinate taken for fever/cough,
s538j,Artesunate taken for fever/cough,
s538k,Mefloquine taken for fever/cough,
s538l,Other taken for fever/cough,
